Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Departments/TC05_TextFieldValidation/Page_IBEX Payroll - Manage Department Field/input_Custom Department Field 1_field01Value""), G_LongTextInput)",Chrome 138.0.7204.101,,,18-07-2025 22:54:19,18-07-2025 22:54:20,0.650s,PASSED
"setText(findTestObject(""Object Repository/Departments/TC05_TextFieldValidation/Page_IBEX Payroll - Manage Department Field/input_Custom Department Field 2_field02Value""), G_LongTextInput)",Chrome 138.0.7204.101,,,18-07-2025 22:54:20,18-07-2025 22:54:20,0.825s,PASSED
"click(findTestObject(""Object Repository/Departments/TC05_TextFieldValidation/Page_IBEX Payroll - Manage Department Field/button_Save""))",Chrome 138.0.7204.101,,,18-07-2025 22:54:20,18-07-2025 22:54:21,0.511s,PASSED
"verifyTextPresent(G_Validation_Field1_ExceedsLimit, false)",Chrome 138.0.7204.101,,,18-07-2025 22:54:21,18-07-2025 22:54:21,0.259s,PASSED
"verifyTextPresent(G_Validation_Field2_ExceedsLimit, false)",Chrome 138.0.7204.101,,,18-07-2025 22:54:21,18-07-2025 22:54:21,0.259s,PASSED
,,,,,,,
Test Cases/Departments/TC06_Validation_Fields_Empty,Chrome 138.0.7204.101,save validations,,18-07-2025 22:54:27,18-07-2025 22:54:29,1.845s,FAILED
"setText(findTestObject(""Object Repository/Departments/TC06_SaveButtonValidation/Page_IBEX Payroll - Manage Department Field/input_Custom Department Field 1_field01Value""), """")",Chrome 138.0.7204.101,,,18-07-2025 22:54:27,18-07-2025 22:54:28,0.534s,PASSED
"setText(findTestObject(""Object Repository/Departments/TC06_SaveButtonValidation/Page_IBEX Payroll - Manage Department Field/input_Custom Department Field 2_field02Value""), """")",Chrome 138.0.7204.101,,,18-07-2025 22:54:28,18-07-2025 22:54:28,0.527s,PASSED
"click(findTestObject(""Object Repository/Departments/TC06_SaveButtonValidation/Page_IBEX Payroll - Manage Department Field/button_Save""))",Chrome 138.0.7204.101,,,18-07-2025 22:54:28,18-07-2025 22:54:29,0.275s,PASSED
"verifyTextPresent(G_validation_Field1_Empty, false)",Chrome 138.0.7204.101,,,18-07-2025 22:54:29,18-07-2025 22:54:29,0.494s,FAILED
,,,,,,,
Test Cases/Departments/TC07_Validation_Fields_ValidInput,Chrome 138.0.7204.101,Field 1 & 2 enabled and filled with valid input → should save,,18-07-2025 22:54:51,18-07-2025 22:54:58,7.181s,FAILED
"setText(findTestObject(""Object Repository/Departments/TC07_Validation_Field1_ValidInput/Page_IBEX Payroll - Manage Department Field/input_Custom Department Field 1_field01Value""), ""valid Text value 1"")",Chrome 138.0.7204.101,,,18-07-2025 22:54:51,18-07-2025 22:54:51,0.532s,PASSED
"setText(findTestObject(""Object Repository/Departments/TC07_Validation_Field1_ValidInput/Page_IBEX Payroll - Manage Department Field/input_Custom Department Field 2_field02Value""), ""Valid Text value 2"")",Chrome 138.0.7204.101,,,18-07-2025 22:54:51,18-07-2025 22:54:52,0.530s,PASSED
"click(findTestObject(""Object Repository/Departments/TC07_Validation_Field1_ValidInput/Page_IBEX Payroll - Manage Department Field/button_Save""))",Chrome 138.0.7204.101,,,18-07-2025 22:54:52,18-07-2025 22:54:52,0.277s,PASSED
verifyAlertPresent(5),Chrome 138.0.7204.101,,,18-07-2025 22:54:52,18-07-2025 22:54:58,5.831s,FAILED
,,,,,,,
Test Cases/Departments/TC08_Validation_Fields_SpecialChars,Chrome 138.0.7204.101,"validation if Field 1 & 2 has invalid special characters like %, {",,18-07-2025 22:54:58,18-07-2025 22:55:00,2.152s,PASSED
"setText(findTestObject(""Object Repository/Departments/TC08_validation_Fields_SpecialChars/Page_IBEX Payroll - Manage Department Field/input_Custom Department Field 1_field01Value""), ""valid Text value 1 %&*A2@"")",Chrome 138.0.7204.101,,,18-07-2025 22:54:58,18-07-2025 22:54:59,0.549s,PASSED
"setText(findTestObject(""Object Repository/Departments/TC08_validation_Fields_SpecialChars/Page_IBEX Payroll - Manage Department Field/input_Custom Department Field 2_field02Value""), ""Valid Text value 2^&#"")",Chrome 138.0.7204.101,,,18-07-2025 22:54:59,18-07-2025 22:54:59,0.546s,PASSED
"click(findTestObject(""Object Repository/Departments/TC08_validation_Fields_SpecialChars/Page_IBEX Payroll - Manage Department Field/button_Save""))",Chrome 138.0.7204.101,,,18-07-2025 22:54:59,18-07-2025 22:54:59,0.290s,PASSED
"verifyTextPresent(""Custom Department Field #1 contains invalid characters."", false)",Chrome 138.0.7204.101,,,18-07-2025 22:54:59,18-07-2025 22:55:00,0.467s,PASSED
"verifyTextPresent(""Custom Department Field #2 contains invalid characters."", false)",Chrome 138.0.7204.101,,,18-07-2025 22:55:00,18-07-2025 22:55:00,0.257s,PASSED
,,,,,,,
Test Cases/Departments/TC09_Validation_Fields_CannotBeCleared,Chrome 138.0.7204.101,Validation: Try to Clear Already Set Field Name,,18-07-2025 22:55:06,18-07-2025 22:55:08,2.412s,FAILED
"click(findTestObject(""Object Repository/Departments/TC09_Validation_Fields_CannotBeCleared/Page_IBEX Payroll - Manage Department Field/div_Custom Department Field 1_form__input-group""))",Chrome 138.0.7204.101,,,18-07-2025 22:55:06,18-07-2025 22:55:06,0.280s,PASSED
"setText(findTestObject(""Object Repository/Departments/TC09_Validation_Fields_CannotBeCleared/Page_IBEX Payroll - Manage Department Field/input_Custom Department Field 1_field01Value""), """")",Chrome 138.0.7204.101,,,18-07-2025 22:55:06,18-07-2025 22:55:07,0.528s,PASSED
"click(findTestObject(""Object Repository/Departments/TC09_Validation_Fields_CannotBeCleared/Page_IBEX Payroll - Manage Department Field/label_Custom Department Field 2""))",Chrome 138.0.7204.101,,,18-07-2025 22:55:07,18-07-2025 22:55:07,0.280s,PASSED
"setText(findTestObject(""Object Repository/Departments/TC09_Validation_Fields_CannotBeCleared/Page_IBEX Payroll - Manage Department Field/input_Custom Department Field 2_field02Value""), """")",Chrome 138.0.7204.101,,,18-07-2025 22:55:07,18-07-2025 22:55:08,0.530s,PASSED
"click(findTestObject(""Object Repository/Departments/TC09_Validation_Fields_CannotBeCleared/Page_IBEX Payroll - Manage Department Field/button_Save""))",Chrome 138.0.7204.101,,,18-07-2025 22:55:08,18-07-2025 22:55:08,0.276s,PASSED
"verifyTextPresent(G_Validation_Field1_CannotBeCleared, false)",Chrome 138.0.7204.101,,,18-07-2025 22:55:08,18-07-2025 22:55:08,0.507s,FAILED
