Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Departments/TC10_VerifyColumnsAfterField1Enabled/Page_IBEX Payroll - Manage Department Field/input_Custom Department Field 1_field01Value""), G_Custom_Label01)",Chrome 138.0.7204.101,,,21-07-2025 20:04:43,21-07-2025 20:04:44,1.080s,PASSED
"click(findTestObject(""Object Repository/Departments/TC10_VerifyColumnsAfterField1Enabled/Page_IBEX Payroll - Manage Department Field/input_Custom Department Field 1_field02Enabled""))",Chrome 138.0.7204.101,,,21-07-2025 20:04:44,21-07-2025 20:04:45,0.297s,PASSED
"click(findTestObject(""Object Repository/Departments/TC10_VerifyColumnsAfterField1Enabled/Page_IBEX Payroll - Manage Department Field/button_Save""))",Chrome 138.0.7204.101,,,21-07-2025 20:04:45,21-07-2025 20:04:45,0.281s,PASSED
"click(findTestObject(""Object Repository/Departments/TC10_VerifyColumnsAfterField1Enabled/Page_IBEX Payroll - Manage Department Field/a_Back to PAYROLL DEPARTMENTS""))",Chrome 138.0.7204.101,,,21-07-2025 20:04:45,21-07-2025 20:04:47,2.261s,PASSED
"verifyElementText(findTestObject(""Object Repository/Departments/TC10_VerifyColumnsAfterField1Enabled/Page_IBEX Payroll - Organization Payroll De_204c37/custom header 1""), G_Custom_Label01)",Chrome 138.0.7204.101,,,21-07-2025 20:04:47,21-07-2025 20:04:48,0.819s,PASSED
,,,,,,,
Test Cases/Departments/TC10a_VerifyColumnsAfterBothFieldsEnabled,Chrome 138.0.7204.101,Custom field headers shown in table for both,,21-07-2025 20:04:48,21-07-2025 20:04:55,7.298s,PASSED
"click(findTestObject(""Object Repository/Departments/TC10a_VerifyColumnsAfterBothFieldsEnabled/Page_IBEX Payroll - Organization Payroll De_204c37/a_Manage Department Fields (1)""))",Chrome 138.0.7204.101,,,21-07-2025 20:04:48,21-07-2025 20:04:49,0.821s,PASSED
"click(findTestObject(""Object Repository/Departments/TC10a_VerifyColumnsAfterBothFieldsEnabled/Page_IBEX Payroll - Manage Department Field/input_Custom Department Field 1_field02Enabled""))",Chrome 138.0.7204.101,,,21-07-2025 20:04:49,21-07-2025 20:04:52,2.726s,PASSED
"click(findTestObject(""Object Repository/Departments/TC10a_VerifyColumnsAfterBothFieldsEnabled/Page_IBEX Payroll - Manage Department Field/button_Save""))",Chrome 138.0.7204.101,,,21-07-2025 20:04:52,21-07-2025 20:04:52,0.305s,PASSED
"click(findTestObject(""Object Repository/Departments/TC10a_VerifyColumnsAfterBothFieldsEnabled/Page_IBEX Payroll - Manage Department Field/a_Back to PAYROLL DEPARTMENTS_1""))",Chrome 138.0.7204.101,,,21-07-2025 20:04:52,21-07-2025 20:04:54,2.296s,PASSED
"callTestCase(findTestCase(""Shared/SH_VerifyCustomField_Header_In_Table""), [:], STOP_ON_FAILURE)",Chrome 138.0.7204.101,,,21-07-2025 20:04:54,21-07-2025 20:04:55,1.074s,PASSED
,,,,,,,
Test Cases/Departments/TC11_VerifyFieldsInEditScreen,Chrome 138.0.7204.101,Verify fields in Department Edit screen,,21-07-2025 20:04:55,21-07-2025 20:05:02,6.333s,PASSED
"click(findTestObject(""Object Repository/Departments/TC11_VerifyFieldsInEditScreen/Page_IBEX Payroll - Organization Payroll De_204c37/a_Edit""))",Chrome 138.0.7204.101,,,21-07-2025 20:04:55,21-07-2025 20:04:58,2.130s,PASSED
"verifyElementText(findTestObject(""Object Repository/Departments/TC11_VerifyFieldsInEditScreen/Page_IBEX Payroll - Department Details/label_Valid Input Value 1""), ""Field Header 1:"")",Chrome 138.0.7204.101,,,21-07-2025 20:04:58,21-07-2025 20:04:58,0.815s,PASSED
"verifyElementText(findTestObject(""Object Repository/Departments/TC11_VerifyFieldsInEditScreen/Page_IBEX Payroll - Department Details/label_valid Input value 2""), ""Field Header 2:"")",Chrome 138.0.7204.101,,,21-07-2025 20:04:58,21-07-2025 20:04:59,0.272s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Departments/TC11_VerifyFieldsInEditScreen/Page_IBEX Payroll - Department Details/input_Valid Input Value 1_department.Custom_fcb433""))",Chrome 138.0.7204.101,,,21-07-2025 20:04:59,21-07-2025 20:04:59,0.289s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Departments/TC11_VerifyFieldsInEditScreen/Page_IBEX Payroll - Department Details/input_valid Input value 2_department.Custom_848525""))",Chrome 138.0.7204.101,,,21-07-2025 20:04:59,21-07-2025 20:04:59,0.272s,PASSED
"click(findTestObject(""Object Repository/Departments/TC11_VerifyFieldsInEditScreen/Page_IBEX Payroll - Department Details/a_Return to Organization Payroll Departments""))",Chrome 138.0.7204.101,,,21-07-2025 20:04:59,21-07-2025 20:05:02,2.482s,PASSED
,,,,,,,
Test Cases/Departments/TC11a_AddDepartment,Chrome 138.0.7204.101,land on Add Department screen and enter department detail,,21-07-2025 20:05:02,21-07-2025 20:05:05,3.464s,PASSED
"click(findTestObject(""Object Repository/Departments/TC11a_AddDepartment/Page_IBEX Payroll - Organization Payroll De_204c37/a_Add a Department""))",Chrome 138.0.7204.101,,,21-07-2025 20:05:02,21-07-2025 20:05:04,1.648s,PASSED
"setText(findTestObject(""Object Repository/Departments/TC11a_AddDepartment/Page_IBEX Payroll - Department Details/input_Code_department.Code""), G_Department_Code)",Chrome 138.0.7204.101,,,21-07-2025 20:05:04,21-07-2025 20:05:05,1.126s,PASSED
"setText(findTestObject(""Object Repository/Departments/TC11a_AddDepartment/Page_IBEX Payroll - Department Details/input_Department Name_department.Name""), G_Department_Name)",Chrome 138.0.7204.101,,,21-07-2025 20:05:05,21-07-2025 20:05:05,0.613s,PASSED
,,,,,,,
Test Cases/Departments/TC12_AddCustomFieldValues,Chrome 138.0.7204.101,,,21-07-2025 20:05:05,21-07-2025 20:05:10,4.805s,PASSED
"setText(findTestObject(""Object Repository/Departments/TC12_AddCustomFieldValues/Page_IBEX Payroll - Department Details/input_Valid Input Value 1_department.Custom_fcb433""), G_Custom_Value_01)",Chrome 138.0.7204.101,,,21-07-2025 20:05:05,21-07-2025 20:05:06,0.590s,PASSED
"setText(findTestObject(""Object Repository/Departments/TC12_AddCustomFieldValues/Page_IBEX Payroll - Department Details/input_valid Input value 2_department.Custom_848525""), """")",Chrome 138.0.7204.101,,,21-07-2025 20:05:06,21-07-2025 20:05:06,0.556s,PASSED
"click(findTestObject(""Object Repository/Departments/TC12_AddCustomFieldValues/Page_IBEX Payroll - Department Details/div_Payroll DepartmentDetailsPayroll Instru_5b1d7f""))",Chrome 138.0.7204.101,,,21-07-2025 20:05:06,21-07-2025 20:05:07,0.296s,PASSED
"click(findTestObject(""Object Repository/Departments/TC12_AddCustomFieldValues/Page_IBEX Payroll - Department Details/input_British Columbia_submit-button""))",Chrome 138.0.7204.101,,,21-07-2025 20:05:07,21-07-2025 20:05:09,2.452s,PASSED
"click(findTestObject(""Object Repository/Departments/TC12_AddCustomFieldValues/Page_IBEX Payroll - Department Details/a_Return to Organization Payroll Departments""))",Chrome 138.0.7204.101,,,21-07-2025 20:05:09,21-07-2025 20:05:10,0.831s,PASSED
,,,,,,,
Test Cases/Departments/TC13_VerifyTableFieldValues,Chrome 138.0.7204.101,Entered field values visible in Payroll department table,,21-07-2025 20:05:13,21-07-2025 20:05:14,1.035s,FAILED
"verifyElementText(findTestObject(""Object Repository/Shared/SH_VerifyFieldSortingAndFiltering/Page_IBEX Payroll - Organization Payroll De_204c37/td_value _""), G_Custom_Value_01)",Chrome 138.0.7204.101,,,21-07-2025 20:05:13,21-07-2025 20:05:14,1.029s,FAILED
